Name,Formula,CAS,wt,CPLC1,CPLC2,CPLC3,CPLC4,CPLC5,CPLTmin,CPLTmax,Tc,Pc,Vc,Zc,Acentric factor,Hig_f,Gig_f,Sig,Hstd_c,VPC1,VPC2,VPC3,VPC4,VPC5,VPTmin,VPTmax,LDC1,LDC2,LDC3,LDC4,LDTmin,LDTmax,HVC1,HVC2,HVC3,HVC4,HVTmin,HVTmax,CPGC1,CPGC2,CPGC3,CPGC4,CPGC5,CPGTmin,CPGTmax,VAPVISC1,VAPVISC2,VAPVISC3,VAPVISC4,VAPVISTmin,VAPVISTmax,LIQVISC1,LIQVISC2,LIQVISC3,LIQVISC4,LIQVISC5,LIQVISTmin,LIQVISTmax,GASTCC1,GASTCC2,GASTCC3,GASTCC4,GASTCTmin,GASTCTmax,LICTCC1,LICTCC2,LICTCC3,LICTCC4,LICTCC5,LICTCTmin,LICTCYmax
2-Methyl propene,C4H8,115-11-7,56.11,87680,217.1,-0.9153,0.002266,0,132.81,343.15,417.9,4,0.239,0.275,0.1948,-17.1,58.08,0.29309,-2524.2,78.01,"-4,634.10",-8.9575,0.000013413,2,132.81,417.9,1.1446,0.2724,417.9,0.28172,132.81,417.9,32614000,0.38073,0,0,132.81,417.9,61250,206600,1545,120570,676,200,1500,9.10E-07,0.49288,260.08,0,132.81,1000,-10.385,599.59,-0.046088,0,0,132.81,266.25,-488.1,0.8877,"-1,448,500,000",0,266.25,"1,000",0.2802,-0.000786,6.52E-07,0,0,132.81,395.2
Methyl propionate,C4H8O2,554-12-1,88.11,71140,335.5,0,0,0,300,390,530.6,4.004,0.282,0.256,0.3466,-427.5,-311,0.3596,-2078,70.717,"-6,439.70",-6.9845,2.01E-17,6,185.65,530.6,0.9147,0.2594,530.6,0.2774,185.65,530.6,50080000,0.3959,0,0,185.65,530.6,77650,244200,1714,181800,716,300,1200,3.56E-07,0.6327,232.2,0,185.65,1000,-4.841,696.7,-0.9194,0,0,250,352.6,-200.9,-0.1321,"104,000","-846,000,000",350,"1,000",0.22534,-0.0002683,0,0,0,185.65,475
Methylpropyl ether,C4H10O,557-17-5,74.12,144110,-102.09,0.58113,0,0,133.97,312.2,476.25,3.801,0.276,0.265,0.277,-238.2,-111,0.352,-2517.39,67.942,"-5,419.10",-6.8067,4.78E-17,6,133.97,476.25,0.96145,0.26536,476.25,0.30088,133.97,476.25,42719000,0.43175,0,0,133.97,476.25,92151,239430,1693.6,148960,797.79,298,1200,4.49E-08,0.90199,0,0,133.97,1000,-10.705,788.94,-0.048383,0,0,133.97,312.2,0.0111,0.4831,2170.3,"281,220",312.2,"1,000",0.24817,-0.0003774,0,0,0,133.97,373
Methylpropyl sulfide,C4H10S,3877-15-4,90.19,179850,-264.1,0.79202,0,0,160.17,368.69,565,3.97,0.307,0.259,0.2737,-82.3,17.93,0.3717,-2962,83.711,"-6,786.90",-9.2526,6.67E-06,2,160.17,565,0.87496,0.26862,565,0.30259,160.17,565,48253000,0.38087,0,0,160.17,565,93775,261780,1729.1,162360,783.23,298.15,1500,5.82E-08,0.88057,48.298,0,160.17,1000,-10.569,952.38,-0.063873,0,0,160.17,368.69,0.002,0.67434,1804.1,"155,660",368.69,"1,000",0.21103,-0.00025985,0,0,0,160.17,368.69
Methylsilane,CH6Si,992-94-9,46.14,113470,0,0,0,0,298.15,298.15,352.5,4.7,0.205,0.329,0.1314,-29.1,18.53,0.2565,-1999,37.205,"-2,590.30",-2.5993,6.05E-06,2,116.34,352.5,1.3052,0.26757,352.5,0.28799,116.34,352.5,22656000,0.30269,0,0,116.34,352.5,46149,127810,1456.5,79115,643.23,200,1500,3.89E-07,0.63159,169.45,0,116.34,1000,0,0,0,0,0,None,None,12.248,-0.5611,"-1,067","2,715,200",216.25,"1,000",0.2774,-0.00054608,0,0,0,116.34,216.25
alpha-Methyl styrene,C9H10,98-83-9,118.18,76822,421.6,0,0,0,249.95,438.65,654,3.36,0.399,0.247,0.323,118.3,217.3,0.3725,-4821.4,56.485,"-6,954.20",-4.7889,2.78E-18,6,249.95,654,0.64856,0.25877,654,0.31444,249.95,654,58071000,0.37009,0,0,249.95,654,78548,359690,1434.2,253360,651.69,200,1500,7.15E-07,0.49832,303.31,0,249.95,1000,-11.632,1251.6,0.071692,0,0,249.95,438.65,0.21276,-0.0223,-194.68,"1,708,700",438.65,"1,000",0.19657,-0.0002118,0,0,0,249.95,438.65
Methyl tert-butyl ether,C5H12O,1634-04-4,88.15,134300,94.356,-0.0032,0.0009795,0,164.55,328.18,497.1,3.287,0.314,0.25,0.2466,-283.2,-117,0.3578,-3105,57.1511,"-5,201.70",-5.1429,1.65E-17,6,164.55,497.1,0.928,0.289,497.1,0.286,164.55,497.1,38720000,0.044,0.448,-0.112,164.55,497.1,97790,309100,1643,209900,731.191,298,1500,1.57E-07,0.733,111.578,0,164.55,1000,-6.921,790.773,-0.654,0,0,164.55,450,0,0.93034,364.832,"73,041",273,"1,000",0.2253,-0.00037273,1.17E-07,0,0,164.55,328.18
Methyl vinyl ether,C3H6O,107-25-5,58.08,73600,184.7,0,0,0,151.15,278.65,437,4.67,0.21,0.27,0.2416,-108,-47.3,0.308,-1774.31,51.085,"-4,271",-4.307,3.05E-17,6,151.15,437,1.2587,0.26433,437,0.25819,151.15,437,35870000,0.3769,0,0,151.15,437,60865,159650,1619,93783,739.55,300,1500,7.65E-07,0.5476,284,0,278.65,1000,-10.34,519.61,-0.013899,0,0,151.15,278.65,0.00032359,0.8892,623.22,0,278.65,"1,000",0.28035,-0.0004646,0,0,0,151.15,341.1
Naphthalene,C10H8,91-20-3,128.17,29800,527.5,0,0,0,353.43,491.14,748.4,4.05,0.407,0.265,0.302,150.58,224.08,0.33315,-4980.9,62.964,"-8,137.50",-5.6317,2.27E-18,6,353.43,748.4,0.6348,0.25838,748.4,0.27727,333.15,748.4,70911000,0.46468,0,0,353.43,748.4,68050,354940,1426.2,259840,650.1,200,1500,6.43E-07,0.5389,400.16,0,353.43,1000,-19.308,1822.5,1.218,0,0,353.43,633.15,0,1.0345,731.78,0,491.14,"1,000",0.17096,-0.00010059,0,0,0,353.43,646.97
Neon,Ne,09/01/7440,20.18,1034100,-138770,7154,-162.55,1.3841,24.56,40,44.4,2.653,0.0417,0.3,-0.0396,0,0,0.146219,0,29.755,-271.06,-2.6081,0.000527,2,24.56,44.4,7.3718,0.3067,44.4,0.2786,24.56,44.4,2389000,0.3494,0,0,24.56,44.4,20786,0,0,0,0,100,1500,0.000000719,0.6659,5.3,0,30,3273.1,-17.945,115.57,1.428,-2.14E-17,10,25.09,44.13,0.001,0.6646,8.7,0,30,3273.1,0.2971,-0.017356,0.0005911,-0.000007421,0,25,44
Nitroethane,C2H5NO2,79-24-3,75.07,187740,-497.6,1.0691,0,0,183.63,387.22,593,5.16,0.236,0.247,0.3803,-102.1,-6.125,0.3168,-1250,75.632,"-7,202.30",-7.6464,1.83E-17,6,183.63,593,1.0024,0.23655,593,0.278,183.63,593,51459000,0.33017,0,0,183.63,593,54619,164920,1480.3,106350,666.94,200,1500,2.44E-07,0.702,280,0,183.63,1000,-4.438,746.5,-0.9385,0,0,200,387.22,0.001,0.6895,679.11,"238,800",387.22,"1,000",0.247,-0.0002814,0,0,0,183.63,387.22
Nitrogen,N2,7727-37-9,28.01,281970,-12281,248,-2.2182,0.0074902,63.15,112,126.2,3.4,0.08921,0.289,0.0377,0,0,0.1915,None,58.282,"-1,084.10",-8.3144,0.044127,1,63.15,126.2,3.2091,0.2861,126.2,0.2966,63.15,126.2,7490500,0.40406,-0.317,0.27343,63.15,126.2,29105,8614.9,1701.6,103.47,909.79,50,1500,6.56E-07,0.6081,54.714,0,63.15,1970,16.004,-181.61,-5.1551,0,0,63.15,124,0.00033143,0.7722,16.323,373.72,63.15,"2,000",0.2654,-0.001677,0,0,0,63.15,124
Nitrogen trifluoride,F3N,7783-54-2,71,101400,-682.11,3.8912,0,0,117,175.5,234,4.461,0.11875,0.272,0.12,-132.089,-90.6,0.26062,None,68.149,"-2,257.90",-8.9118,0.023233,1,66.46,234,2.3736,0.2817,234,0.29529,66.46,234,16402000,0.36494,0,0,66.46,234,33284,49837,709.3,23264,372.91,100,1500,8.20E-07,0.61423,114.58,0,66.46,1000,0,0,0,0,0,None,None,2.1443,-0.30545,1860.3,"1,216,700",144.09,"1,000",0,0,0,0,0,None,None
Nitromethane,CH3NO2,75-52-5,61.04,116270,-135.3,0.345,0,0,244.6,473.15,588.15,6.31,0.173,0.223,0.348,-74.7,-6.934,0.2751,-643.2,57.278,"-6,089",-4.9821,1.22E-17,6,244.6,588.15,1.3728,0.23793,588.15,0.29601,244.6,588.15,47417000,0.3062,0,0,244.6,588.15,42267,108420,1488.5,68603,683.57,200,1500,0.000000407,0.6485,367.5,0,244.6,1000,-9.5556,981.64,-0.19453,0,0,244.6,374.35,0.00003135,1.1119,-91.6,"128,000",374.35,"1,000",0.3276,-0.000405,0,0,0,244.6,374.35
Nitrous oxide,N2O,10024-97-2,44.01,67556,54.373,0,0,0,182.3,200,309.57,7.245,0.0974,0.274,0.1409,82.05,104.16,0.21985,-82.0482,96.512,"-4,045",-12.277,0.00002886,2,182.3,309.57,2.781,0.27244,309.57,0.2882,182.3,309.57,23215000,0.384,0,0,182.3,309.57,29338,32360,1123.8,21770,479.4,100,1500,0.000002115,0.4642,305.7,0,182.3,1000,19.329,-381.68,-4.8618,0,0,210,283.09,0.0011,0.667,540,0,182.3,"1,000",0.10112,0,0,0,0,277.59,277.59
Nitric oxide,NO,10102-43-9,30.01,-2979600,76602,-652.59,1.8879,0,109.5,150,180.15,6.48,0.058,0.251,0.5829,90.25,86.57,0.2106,-90.2489,72.974,"-2,650",-8.261,9.70E-15,6,109.5,180.15,5.246,0.3044,180.15,0.242,109.5,180.15,21310000,0.4056,0,0,109.5,180.15,34980,-3532,7729,-5.74E-05,1.45E-13,100,1500,0.000001467,0.5123,125.4,0,110,1500,-246.65,3150.3,49.98,-0.22541,1,109.5,180.05,0,0.7509,45.6,0,121.38,750,0.1878,0.0010293,-0.00000943,0,0,110,176.4
Nonadecane,C19H40,629-92-5,268.52,342570,762.08,0.20481,0,0,305.04,603.05,758,1.21,1.26,0.242,0.8522,-435.79,107.4,0.89866,-11781.2,182.54,"-17,897",-22.498,7.40E-06,2,305.04,758,0.19199,0.23337,758,0.28571,305.04,758,116740000,0.45865,0,0,305.04,758,310620,1057500,767.91,-456610,912.03,200,1500,3.05E-07,0.62218,705.34,0,305.04,1000,-16.403,2119.5,0.6881,0,0,305.04,603.15,0,1.2652,3332.3,0,603.05,"1,000",0.21229,-0.00022,0,0,0,305.04,603.05
Nonanal,C9H18O,124-19-6,142.24,136820,531.29,0,0,0,255.15,468.15,658,2.73,0.527,0.263,0.5117,-310.9,-75.53,0.53988,-5350,337.71,"-18,506",-50.224,0.047345,1,255.15,658,0.49587,0.26135,658,0.30736,255.15,658,73363000,0.41735,0,0,255.15,658,173470,451150,1712,332560,810.96,200,1500,7.19E-08,0.8013,92.051,0,255.15,1000,-12.94,1257.6,0.37191,0,0,255.15,468.15,-11.621,0.0257,2248.3,"-135,100,000",468.15,"1,000",0.21523,-0.0002799,9.57E-08,0,0,255.15,593.15
Nonane,C9H20,111-84-2,128.26,383080,-1139.8,2.7101,0,0,219.66,325,594.6,2.29,0.551,0.255,0.4435,-228.74,24.98,0.5064,-5684.55,109.35,"-9,030.40",-12.882,7.85E-06,2,219.66,594.6,0.46321,0.25444,594.6,0.28571,219.66,594.6,60370000,0.38522,0,0,219.66,594.6,151750,491500,1644.8,347000,749.6,200,1500,1.03E-07,0.77301,220.47,0,219.66,1000,-68.54,3165.3,9.0919,-0.000013519,2,218.15,593.15,-0.0658,0.27198,-3482.3,"-1,580,300",423.97,"1,000",0.209,-0.000264,0,0,0,219.66,423.97
Nonanoic acid,C9H18O2,112-05-0,158.24,224336,49.726,0.9813,0,0,285.55,528.75,710.7,2.514,0.584,0.248,0.7724,-577.3,-317,0.559,-5061,137.6,"-14,948",-15.618,5.57E-18,6,285.55,710.7,0.41582,0.24284,710.7,0.30036,285.55,710.7,123800000,0.69869,0.097854,-0.35082,285.55,710.7,12660,601100,1081.5,459460,418.2,298.15,1500,7.02E-08,0.8062,100.36,0,285.65,1000,-48.851,"4,095",5.294,0,0,285.55,528.75,0.0002,0.9288,753,0,528.75,"1,000",0.204,-0.0002,0,0,0,285.55,528.75
1-Nonanol,C9H20O,143-08-8,144.26,10483000,-115220,476.87,-0.85381,0.00056246,310,460,670.9,2.527,0.576,0.261,0.5841,-377.9,-108.6,0.5579,-5506,162.854,"-15,205",-19.424,1.07E-17,6,268.15,670.9,0.43682,0.25161,670.9,0.2498,268.15,670.9,75429000,-1.5966,4.6489,-2.7229,268.15,670.9,154000,493600,1578,358800,721.11,200,1500,0.00000012,0.74,180,0,268.15,1000,-39.863,"4,089",3.7631,0,0,280,485.2,-30.715,-0.1075,"8,107","-156,830,000",485.2,"1,000",0.2292,-0.00023,0,0,0,268.15,578.65
2-Nonanol,C9H20O,628-99-9,144.26,329641,-1046.78,3.61823,0,0,238.15,649.5,649.5,2.541,0.577,0.271,0.5911,-397.1,-126.1,0.5523,-5506,146.46,"-13,813",-17.158,8.63E-40,14,238.15,649.5,0.41687,0.24056,649.5,0.2916,238.15,649.5,79797000,-1.0341,3.553,-2.1149,238.15,649.5,181970,355420,815.14,219740,2508.8,298.15,1500,7.01E-08,0.80701,89.582,0,238.15,1000,-98.854,7183.8,12.283,0,0,238.15,471.7,0.00016337,0.97256,709.74,0,471.7,"1,000",0.20829,-0.00022922,0,0,0,238.15,471.7
1-Nonene,C9H18,124-11-8,126.24,254490,-298.06,1.1707,0,0,191.91,420.02,593.1,2.428,0.524,0.258,0.4367,-103.5,112.3,0.5041,-5571.6,63.313,"-7,040.40",-5.8055,7.58E-18,6,191.91,593.1,0.48661,0.25722,593.1,0.28571,191.91,593.1,59054000,0.61039,-0.54533,0.30683,191.91,593.1,153520,468440,1728.8,323040,783.67,298.15,1500,6.63E-08,0.82027,76.204,0,191.91,1000,-21.921,1603.9,1.5971,0,0,191.91,420.02,0,1.2943,662.21,0,420.02,"1,000",0.20468,-0.00025738,0,0,0,191.91,420.02
Nonyl mercaptan,C9H20S,1455-21-6,160.32,265350,-46.22,0.79154,0,0,253.05,492.95,681,2.31,0.571,0.233,0.526,-190.8,52.8,0.5724,-6006,106.2,"-10,982",-11.696,8.90E-18,6,253.05,681,0.47377,0.27052,681,0.30284,253.05,681,75239000,0.3991,0,0,253.05,681,176460,504400,1618.2,338570,755.48,200,1500,3.87E-08,0.91142,50.646,0,253.05,1000,-11.319,"1,428",-0.022545,0,0,253.05,492.95,0.047,0.29733,2460.6,"1,367,200",492.95,"1,000",0.20244,-0.00021343,0,0,0,253.05,492.95
1-Nonyne,C9H16,03/09/3452,124.22,253580,-366.3,1.4881,0,0,223.15,423.85,598.05,2.61,0.497,0.261,0.471,61.7,243.4,0.48699,-5493,114.77,"-9,430.80",-13.631,8.19E-06,2,223.15,598.05,0.52152,0.25918,598.05,0.29177,223.15,598.05,63337000,0.3975,0,0,223.15,598.05,162890,397080,1892.8,321360,855.52,298.15,1500,6.14E-07,0.50705,287.19,0,223.15,1000,-2.3409,715.52,-1.222,0,0,223.15,487.2,0,1.218,-199.41,"144,580",423.85,"1,000",0.20954,-0.00024588,0,0,0,223.15,423.85
Octadecane,C18H38,593-45-3,254.49,399430,374.64,0.58156,0,0,301.31,589.86,747,1.27,1.19,0.243,0.8114,-415.12,99.1,0.85945,-11171.5,157.68,"-16,093",-18.954,5.93E-06,2,301.31,747,0.20448,0.23474,747,0.28571,301.31,747,109690000,0.44327,0,0,301.31,747,295020,1003400,771.07,-430120,916.73,200,1500,3.21E-07,0.61839,709.09,0,301.31,1000,-22.688,"2,466",1.5703,0,0,301.31,589.86,-291.08,1.0615,"-6,019,900,000",0,589.86,"1,000",0.2137,-0.0002252,0,0,0,301.31,589.86
Octanal,C8H16O,124-13-0,128.21,130650,463.61,0,0,0,246,447.15,638.9,2.96,0.488,0.272,0.4636,-290.2,-83.77,0.50063,-4740,83.601,"-8,865.80",-8.5711,7.94E-18,6,246,638.9,0.53636,0.26174,638.9,0.26348,246,638.9,67735000,0.40607,0,0,246,638.9,160880,421800,1912.6,327800,869,200,1500,1.03E-07,0.7589,121.26,0,246,1000,-10.191,1072.4,-0.030553,0,0,246,447.15,-110.89,0,"51,384",-1070100000,447.15,"1,000",0.20143,-0.00021102,0,0,0,246,573.15
Octane,C8H18,111-65-9,114.23,224830,-186.63,0.95891,0,0,216.38,460,568.7,2.49,0.486,0.256,0.3996,-208.75,16,0.46723,-5074.15,96.084,"-7,900.20",-11.003,7.18E-06,2,216.38,568.7,0.5266,0.25693,568.7,0.28571,216.38,568.7,55180000,0.38467,0,0,216.38,568.7,135540,443100,1635.6,305400,746.4,200,1500,3.12E-08,0.92925,55.092,0,216.38,1000,-7.556,881.09,-0.52502,4.63E+22,-10,211.15,454.96,"-8,758",0.8448,-27121000000,0,339,"1,000",0.2156,-0.00029483,0,0,0,216.38,398.83
Octanoic acid,C8H16O2,124-07-2,144.21,205260,44.392,0.8956,0,0,289.65,512.85,694.26,2.779,0.523,0.252,0.7706,-556,-325,0.52,-4448,140.16,"-14,813",-16.004,6.42E-18,6,289.65,694.26,0.48251,0.25196,694.26,0.26842,289.65,694.26,122300000,0.69294,0.12287,-0.36132,289.65,694.26,140820,434360,1466.2,276870,659.38,298.15,1500,7.96E-08,0.7948,106.6,0,289.65,1000,-60.795,4617.8,7.028,0,0,289.65,512.85,0.00018263,0.9283,741.3,0,513.05,"1,000",0.203,-0.0002,0,0,0,289.65,512.85
1-Octanol,C8H18O,111-87-5,130.23,571370,-4849,19.725,-0.021532,0,250,467.1,652.3,2.783,0.509,0.261,0.5697,-357.3,-117,0.5187,-4895,144.111,"-13,667",-16.826,9.37E-18,6,257.65,652.3,0.48979,0.24931,652.3,0.27824,257.65,652.3,72468000,-1.2464,3.6797,-2.0665,257.65,652.3,138050,445900,1575.1,320160,718.8,200,1500,1.75E-07,0.6941,206.8,0,257.65,1000,-19.907,2791.7,0.94296,2.30E+24,-10.09,280,468.35,-0.003,0.8745,"-13,352",0,468.35,"1,000",0.2316,-0.0002407,0,0,0,257.65,570.15
2-Octanol,C8H18O,123-96-6,130.23,319198,-1042.21,3.52943,0,0,241.55,452.9,629.8,2.749,0.512,0.269,0.5807,-376.2,-134.3,0.5132,-4894,133.41,"-12,630",-15.369,2.99E-41,14,241.55,629.8,0.50726,0.25972,629.8,0.22,241.55,629.8,76376000,-0.7612,2.7875,-1.6033,241.55,629.8,163830,318970,815.95,198140,2521.3,298.15,1500,8.17E-08,0.79241,97.709,0,241.55,1000,16.792,1353.6,-4.6357,2.67E+31,-13.039,241.55,452.9,0.00016915,0.97238,698.55,0,452.9,"1,000",0.20955,-0.00023733,0,0,0,241.55,452.9
2-Octanone,C8H16O,111-13-7,128.21,300400,-426.2,1.1172,0,0,252.86,500,632.7,2.64,0.497,0.249,0.4549,-321.6,-113.8,0.4962,-4698.4,63.775,"-7,711.30",-5.7359,3.09E-18,6,252.85,632.7,0.50006,0.24851,632.7,0.29942,252.85,632.7,65363000,0.38718,0,0,252.85,632.7,139010,380600,1371.7,225730,660.96,150,1500,8.09E-08,0.79062,99.338,0,252.85,1000,-11.736,1415.2,0.0003618,0,0,252.85,446.15,-0.002,1.0027,"-20,406",0,446.15,"1,000",0.2132,-0.0002494,0,0,0,252.85,499
3-Octanone,C8H16O,106-68-3,128.21,289980,-417.27,1.2218,0,0,255.55,440.65,627.7,2.704,0.497,0.257,0.4406,-339,-128.1,0.4879,-4711,72.382,"-8,054.80",-7.0002,5.83E-18,6,255.55,627.7,0.5108,0.25386,627.7,0.26735,255.55,627.7,66142000,0.58562,-0.40512,0.22144,255.55,627.7,149520,441030,802.11,-209580,981.95,200,1500,6.15E-11,1.8808,0,0,255.55,1000,-20.804,1834.6,1.3403,0,0,255.55,440.65,8.18E-08,2.0418,0,0,440.65,"1,000",0.21732,-0.00024969,0,0,0,255.55,440.65
1-Octene,C8H16,111-66-0,112.21,509420,-4279.1,21.477,-0.044462,0.000035028,171.45,394.41,566.9,2.663,0.464,0.262,0.3921,-81.94,105.7,0.4637,-4961,74.936,"-7,155.90",-7.5843,1.71E-17,6,171.45,566.9,0.55449,0.25952,566.9,0.28571,171.45,566.9,54859000,0.26207,0.50642,-0.43873,171.45,566.9,135990,416050,1731.7,286750,784.47,298.15,1500,0.000050324,0.077611,3604.6,0,171.45,1000,-11.19,1057.4,0,0,0,171.45,453.52,0,1.3554,504.59,0,394.41,"1,000",0.20467,-0.0002675,0,0,0,171.45,394.41
Octyl mercaptan,C8H18S,111-88-6,146.29,240040,-33.198,0.67889,0,0,240,472.19,667.3,2.52,0.518,0.235,0.4497,-170.1,44.57,0.5331,-5396.2,78.368,"-8,855.40",-7.8202,5.66E-18,6,223.95,667.3,0.52577,0.27234,667.3,0.30063,223.95,667.3,68907000,0.40017,0,0,223.95,667.3,159810,460630,1629.5,303010,756.28,200,1500,3.33E-08,0.9351,32.426,0,223.95,1000,-11.498,1362.1,0.015575,0,0,223.95,472.19,-3965.5,0.5213,"-1,851,900,000",0,472.19,"1,000",0.2012,-0.0002142,0,0,0,223.95,472.19
1-Octyne,C8H14,629-05-0,110.2,42642,886.67,-0.69315,0,0,200,399.35,574,2.88,0.442,0.267,0.4233,82.3,235,0.4478,-4881.45,64.612,"-6,802.50",-6.0261,1.10E-17,6,193.55,574,0.58945,0.26052,574,0.28532,193.55,574,54046000,0.35299,0,0,193.55,574,123070,349420,1528,246170,694.81,200,1500,5.71E-07,0.52446,271.76,0,193.55,1000,-3.8552,684.22,-1.0071,0,0,193.55,468,0,1.0516,-124.91,"158,300",399.35,"1,000",0.2095,-0.00025334,0,0,0,193.55,399.35
Oxalic acid,C2H2O4,144-62-7,90.04,175510,-381.36,0.64623,0,0,462.65,603,804,7.02,0.205,0.215,0.9176,-723.7,-661.4,0.3433,-198.9,122.04,"-16,050",-12.986,2.09E-18,6,462.65,804,1.0501,0.215,804,0.28571,462.65,804,114730000,0.37238,0,0,462.65,804,25751,117340,2796.9,65788,878.91,298.15,1000.1,1.15E-07,0.7968,126.34,0,462.65,1000,0,0,0,0,0,None,None,0.05881,0.278,"14,815",0,569,"1,000",0.3074,-0.00028101,0,0,0,462.65,643.2
Oxygen,O2,7782-44-7,32,175430,-6152.3,113.92,-0.92382,0.0027963,54.36,142,154.58,5.043,0.0734,0.288,0.0222,0,0,0.205043,0,51.245,"-1,200.20",-6.4361,0.028405,1,54.36,154.58,3.9143,0.28772,154.58,0.2924,54.35,154.58,9008000,0.4542,-0.4096,0.3183,54.36,154.58,29103,10040,2526.5,9356,1153.8,50,1500,0.000001101,0.5634,96.3,0,54.35,1500,-4.1476,94.04,-1.207,0,0,54.36,150,0.00044994,0.7456,56.699,0,80,"2,000",0.2741,-0.00138,0,0,0,60,150
Ozone,O3,10028-15-6,48,60046,281.16,0,0,0,90,150,261,5.57,0.089,0.228,0.2119,142.671,163.164,0.238823,-142.671,40.067,"-2,204.80",-2.9351,7.75E-16,6,80.15,261,3.3592,0.29884,261,0.28523,80.15,261,18587000,0.30416,0,0,80.15,261,33483,29577,1521.7,27151,680.35,100,1500,1.20E-07,0.84797,0,0,80.15,1000,-10.94,415.96,0,0,0,77.55,208.8,0.004,0.47999,700.09,0,161.85,"1,000",0.17483,0.00075288,-2.52E-06,0,0,77.35,161.85
Pentadecane,C15H32,629-62-9,212.42,346910,219.54,0.65632,0,0,283.07,543.84,708,1.48,0.969,0.244,0.6863,-353.11,74.26,0.74181,-9342.37,135.57,"-13,478",-16.022,5.61E-06,2,283.07,708,0.25142,0.23837,708,0.28571,283.07,708,96741000,0.45399,0,0,283.07,708,246790,842120,1686.5,585370,743.6,200,1500,4.08E-08,0.8766,212.68,0,283.07,1000,-19.299,2088.6,1.1091,0,0,283.07,543.84,4.78E-06,1.4851,643.13,0,543.84,"1,000",0.20649,-0.00021911,0,0,0,283.07,543.84
Pentanal,C5H10O,110-62-3,86.13,112050,257.78,0,0,0,200,376.15,566.1,3.97,0.313,0.264,0.3472,-227.8,-107.1,0.38289,-2910,149.58,"-8,890",-20.697,0.022101,1,182,566.1,0.83871,0.26252,566.1,0.29444,182,566.1,51478000,0.37541,0,0,182,566.1,107430,283630,1954.9,201460,890.44,200,1500,0.000000227,0.6767,191.74,0,182,1000,-10.846,980.01,-0.0054565,0,0,182,376.15,"-4,918,700",-0.10297,"2,691,100,000",-2.32E+13,376.15,"1,000",0.22697,-0.00033227,1.18E-07,0,0,182,513.15
Pentane,C5H12,109-66-0,72.15,159080,-270.5,0.99537,0,0,143.42,390,469.7,3.37,0.313,0.27,0.2515,-146.76,-8.813,0.34945,-3244.94,78.741,"-5,420.30",-8.8253,9.62E-06,2,143.42,469.7,0.84947,0.26726,469.7,0.27789,143.42,469.7,39109000,0.38681,0,0,143.42,469.7,88050,301100,1650.2,189200,747.6,200,1500,6.34E-08,0.84758,41.718,0,143.42,1000,-53.509,1836.6,7.1409,-0.000019627,2,143.42,465.15,-684.4,0.764,"-1,055,000,000",0,273.15,"1,000",0.2537,-0.000576,0.000000344,0,0,143.42,445
Pentanoic acid,C5H10O2,109-52-4,102.13,145050,28.344,0.6372,0,0,239.15,458.95,639.16,3.63,0.35,0.239,0.7052,-491.3,-347,0.402,-2617,101.7,"-10,955",-10.829,7.19E-18,6,239.15,639.16,0.73455,0.25636,639.16,0.25522,239.15,639.16,73197000,1.2093,-1.9114,1.1591,239.15,639.16,283600,108000,2107,-356000,283,298.15,1500,9.43E-08,0.7932,98.279,0,239.15,1000,-37.067,2856.7,3.7344,0,0,270,458.65,0.00024601,0.8946,696.42,0,458.65,"1,000",0.1848,-0.0001434,0,0,0,239.15,458.65
1-Pentanol,C5H12O,71-41-0,88.15,201200,-651.3,2.275,0,0,200.14,389.15,588.1,3.897,0.326,0.258,0.5748,-295.7,-142.3,0.401,-3064,114.748,"-10,643",-12.858,1.25E-17,6,195.56,588.1,0.81754,0.26732,588.1,0.25348,195.56,588.1,73900000,-0.1464,1.4751,-0.9208,195.56,588.1,90600,306200,1605.4,211500,717.97,200,1500,1.89E-07,0.7031,175.9,0,410.95,1000,-36.561,3542.2,3.3364,-8.05E-37,12.84,253.15,410.9,"2,896",0.8985,"12,735,000,000",0,410.9,990.95,0.2006,-0.0001603,0,0,0,273.15,353.15
2-Pentanol,C5H12O,6032-29-7,88.15,251596,-1028.49,3.26306,0,0,200,561,561,3.7,0.326,0.259,0.5549,-313.7,-158.8,0.3958,-3058,122.26,"-10,774",-13.943,1.07E-42,15,200,561,0.79324,0.25806,561,0.28571,200,561,111110000,1.8011,-2.1801,1.0641,200,561,108530,307470,1867.2,222710,825.4,298.15,1500,1.17E-07,0.7649,103.78,0,200,1000,-410.49,"18,371",61.985,-0.0095612,1.2201,200,392.2,0.00019575,0.9692,664.04,0,392.2,"1,000",0.21875,-0.00027849,0,0,0,200,392.2
2-Pentanone,C5H10O,107-87-9,86.13,194590,-263.86,0.76808,0,0,196.29,375.46,561.08,3.694,0.301,0.238,0.3433,-259.2,-138.3,0.3786,-2879.56,84.635,"-7,078.40",-9.3,6.27E-06,2,196.29,561.08,0.90411,0.27207,561.08,0.30669,196.29,561.08,51740000,0.39422,0,0,196.29,561.08,90053,270850,1659.2,180120,743.96,200,1500,2.46E-07,0.6653,208.7,0,196.29,1000,-11.055,1005.3,0.0039301,0,0,250,375.46,-0.01719,0.4832,"-3,798","-1,235,000",273,"1,000",0.2161,-0.00024866,0,0,0,196.29,375.46
